rebalance_date,ticker,weight,strategy
2021-02-01,ADBE,0.023034715379265634,Coverage-aware sentiment tilt
2021-02-01,AEP,0.023573909182024483,Coverage-aware sentiment tilt
2021-02-01,AMD,0.02030043575339091,Coverage-aware sentiment tilt
2021-02-01,AMGN,0.02155064901514173,Coverage-aware sentiment tilt
2021-02-01,AMT,0.016996607929668995,Coverage-aware sentiment tilt
2021-02-01,BA,0.006200020819815721,Coverage-aware sentiment tilt
2021-02-01,CAT,0.020036831167541888,Coverage-aware sentiment tilt
2021-02-01,CCI,0.01593545670532032,Coverage-aware sentiment tilt
2021-02-01,CMCSA,0.016233301726834938,Coverage-aware sentiment tilt
2021-02-01,COP,0.00945210643567767,Coverage-aware sentiment tilt
2021-02-01,CVX,0.011603417695938147,Coverage-aware sentiment tilt
2021-02-01,D,0.019230578435470876,Coverage-aware sentiment tilt
2021-02-01,DD,0.01936137473969038,Coverage-aware sentiment tilt
2021-02-01,DIS,0.016284612248970598,Coverage-aware sentiment tilt
2021-02-01,DOW,0.007874910213583686,Coverage-aware sentiment tilt
2021-02-01,DUK,0.028427422091457294,Coverage-aware sentiment tilt
2021-02-01,EA,0.021272494784959503,Coverage-aware sentiment tilt
2021-02-01,GE,0.017310321176649535,Coverage-aware sentiment tilt
2021-02-01,GILD,0.03853479258888242,Coverage-aware sentiment tilt
2021-02-01,GS,0.010466074249604657,Coverage-aware sentiment tilt
2021-02-01,INTC,0.016979072081935123,Coverage-aware sentiment tilt
2021-02-01,KO,0.028517299040407916,Coverage-aware sentiment tilt
2021-02-01,MMM,0.030368420963774605,Coverage-aware sentiment tilt
2021-02-01,MRK,0.025593990211087776,Coverage-aware sentiment tilt
2021-02-01,MS,0.016774088699837812,Coverage-aware sentiment tilt
2021-02-01,NEE,0.03641491775907782,Coverage-aware sentiment tilt
2021-02-01,NEM,0.02806027632522433,Coverage-aware sentiment tilt
2021-02-01,NKE,0.026152391890202256,Coverage-aware sentiment tilt
2021-02-01,NUE,0.017768241808891635,Coverage-aware sentiment tilt
2021-02-01,NVDA,0.014888429353733388,Coverage-aware sentiment tilt
2021-02-01,O,0.01472292669407373,Coverage-aware sentiment tilt
2021-02-01,OXY,0.007714676545000948,Coverage-aware sentiment tilt
2021-02-01,PLD,0.015190016781647976,Coverage-aware sentiment tilt
2021-02-01,PSA,0.030691051973831665,Coverage-aware sentiment tilt
2021-02-01,QCOM,0.015037748308792438,Coverage-aware sentiment tilt
2021-02-01,SBUX,0.012851914556258606,Coverage-aware sentiment tilt
2021-02-01,SHW,0.020299830510864807,Coverage-aware sentiment tilt
2021-02-01,SLB,0.014005708667392591,Coverage-aware sentiment tilt
2021-02-01,SO,0.01669403381862203,Coverage-aware sentiment tilt
2021-02-01,T,0.018057133319555937,Coverage-aware sentiment tilt
2021-02-01,TMUS,0.019687378595865956,Coverage-aware sentiment tilt
2021-02-01,TTWO,0.026902622237574596,Coverage-aware sentiment tilt
2021-02-01,UPS,0.025980299537753982,Coverage-aware sentiment tilt
2021-02-01,USB,0.014370485677932223,Coverage-aware sentiment tilt
2021-02-01,V,0.021950321011923558,Coverage-aware sentiment tilt
2021-02-01,WFC,0.016906391770883808,Coverage-aware sentiment tilt
2021-02-01,WMT,0.036126839048616625,Coverage-aware sentiment tilt
2021-02-01,XOM,0.011298099729075963,Coverage-aware sentiment tilt
2021-03-01,ABBV,0.03789584605075267,Coverage-aware sentiment tilt
2021-03-01,ABT,0.025559303535795136,Coverage-aware sentiment tilt
2021-03-01,ADBE,0.026814139665269788,Coverage-aware sentiment tilt
2021-03-01,AEP,0.02106427229470104,Coverage-aware sentiment tilt
2021-03-01,AMD,0.019880417638447397,Coverage-aware sentiment tilt
2021-03-01,AMGN,0.015411257337059411,Coverage-aware sentiment tilt
2021-03-01,AMT,0.01885885528550366,Coverage-aware sentiment tilt
2021-03-01,BA,0.005378691946004115,Coverage-aware sentiment tilt
2021-03-01,CAT,0.017267526871173364,Coverage-aware sentiment tilt
2021-03-01,CCI,0.019428047160663684,Coverage-aware sentiment tilt
2021-03-01,CMCSA,0.012270761699000458,Coverage-aware sentiment tilt
2021-03-01,COP,0.00817669821068418,Coverage-aware sentiment tilt
2021-03-01,CVX,0.01031365524974441,Coverage-aware sentiment tilt
2021-03-01,D,0.024474221945658084,Coverage-aware sentiment tilt
2021-03-01,DD,0.011278067018911304,Coverage-aware sentiment tilt
2021-03-01,DIS,0.018822870731862906,Coverage-aware sentiment tilt
2021-03-01,DOW,0.010860099129027325,Coverage-aware sentiment tilt
2021-03-01,DUK,0.028139348669319445,Coverage-aware sentiment tilt
2021-03-01,EA,0.040342142155778644,Coverage-aware sentiment tilt
2021-03-01,GE,0.013162152590807488,Coverage-aware sentiment tilt
2021-03-01,GILD,0.035756860139749734,Coverage-aware sentiment tilt
2021-03-01,GS,0.010297956538084541,Coverage-aware sentiment tilt
2021-03-01,INTC,0.015954772903496763,Coverage-aware sentiment tilt
2021-03-01,KO,0.025074161123223814,Coverage-aware sentiment tilt
2021-03-01,MMM,0.017868038156250387,Coverage-aware sentiment tilt
2021-03-01,MRK,0.025612183922436558,Coverage-aware sentiment tilt
2021-03-01,MS,0.009173082997760979,Coverage-aware sentiment tilt
2021-03-01,NEE,0.024261146968556635,Coverage-aware sentiment tilt
2021-03-01,NEM,0.045389059728597754,Coverage-aware sentiment tilt
2021-03-01,NKE,0.01779994138245887,Coverage-aware sentiment tilt
2021-03-01,NUE,0.015982180005520343,Coverage-aware sentiment tilt
2021-03-01,NVDA,0.015025926252514402,Coverage-aware sentiment tilt
2021-03-01,O,0.01818198395500003,Coverage-aware sentiment tilt
2021-03-01,OXY,0.010990638268224518,Coverage-aware sentiment tilt
2021-03-01,PLD,0.01859405330851605,Coverage-aware sentiment tilt
2021-03-01,PSA,0.02961048389044751,Coverage-aware sentiment tilt
2021-03-01,QCOM,0.016584806557011063,Coverage-aware sentiment tilt
2021-03-01,SBUX,0.010855616118924558,Coverage-aware sentiment tilt
2021-03-01,SHW,0.018713945181134208,Coverage-aware sentiment tilt
2021-03-01,SLB,0.012100937166446495,Coverage-aware sentiment tilt
2021-03-01,SO,0.027060247292834308,Coverage-aware sentiment tilt
2021-03-01,T,0.020683259049580117,Coverage-aware sentiment tilt
2021-03-01,TMUS,0.02408747399566814,Coverage-aware sentiment tilt
2021-03-01,TTWO,0.035003767832568755,Coverage-aware sentiment tilt
2021-03-01,UPS,0.02360628608392161,Coverage-aware sentiment tilt
2021-03-01,USB,0.015192449772867185,Coverage-aware sentiment tilt
2021-03-01,V,0.01812773013443505,Coverage-aware sentiment tilt
2021-03-01,WFC,0.013139834069292373,Coverage-aware sentiment tilt
2021-03-01,WMT,0.032287074853482214,Coverage-aware sentiment tilt
2021-03-01,XOM,0.011585727164830549,Coverage-aware sentiment tilt
2021-04-01,ABBV,0.030419882397121213,Coverage-aware sentiment tilt
2021-04-01,ABT,0.025881922225092068,Coverage-aware sentiment tilt
2021-04-01,ADBE,0.017878007017513072,Coverage-aware sentiment tilt
2021-04-01,AEP,0.022334489961140142,Coverage-aware sentiment tilt
2021-04-01,AMD,0.0240817775165481,Coverage-aware sentiment tilt
2021-04-01,AMGN,0.026361101550457615,Coverage-aware sentiment tilt
2021-04-01,AMT,0.014817820875860097,Coverage-aware sentiment tilt
2021-04-01,BA,0.006397565137113568,Coverage-aware sentiment tilt
2021-04-01,CAT,0.013513361084026556,Coverage-aware sentiment tilt
2021-04-01,CCI,0.02160189684104371,Coverage-aware sentiment tilt
2021-04-01,CMCSA,0.015748179934212972,Coverage-aware sentiment tilt
2021-04-01,COP,0.012787518740619841,Coverage-aware sentiment tilt
2021-04-01,CVX,0.011954342997336068,Coverage-aware sentiment tilt
2021-04-01,D,0.039579200461218995,Coverage-aware sentiment tilt
2021-04-01,DD,0.015219199443514223,Coverage-aware sentiment tilt
2021-04-01,DIS,0.015996250873818226,Coverage-aware sentiment tilt
2021-04-01,DOW,0.0095250194406318,Coverage-aware sentiment tilt
2021-04-01,DUK,0.023924439645207428,Coverage-aware sentiment tilt
2021-04-01,EA,0.046096147114164945,Coverage-aware sentiment tilt
2021-04-01,GE,0.015115593085638899,Coverage-aware sentiment tilt
2021-04-01,GILD,0.02474237909964664,Coverage-aware sentiment tilt
2021-04-01,GS,0.01370273684047565,Coverage-aware sentiment tilt
2021-04-01,INTC,0.019003527490018254,Coverage-aware sentiment tilt
2021-04-01,KO,0.023898129046842093,Coverage-aware sentiment tilt
2021-04-01,MMM,0.023519680069684887,Coverage-aware sentiment tilt
2021-04-01,MRK,0.02153035340914347,Coverage-aware sentiment tilt
2021-04-01,MS,0.013309991974826886,Coverage-aware sentiment tilt
2021-04-01,NEE,0.022937168506183617,Coverage-aware sentiment tilt
2021-04-01,NEM,0.033616378037624337,Coverage-aware sentiment tilt
2021-04-01,NKE,0.017447015045759077,Coverage-aware sentiment tilt
2021-04-01,NUE,0.013801589503644468,Coverage-aware sentiment tilt
2021-04-01,NVDA,0.014703921950897461,Coverage-aware sentiment tilt
2021-04-01,O,0.02637045870385621,Coverage-aware sentiment tilt
2021-04-01,OXY,0.0057573197420640555,Coverage-aware sentiment tilt
2021-04-01,PLD,0.012362975391865014,Coverage-aware sentiment tilt
2021-04-01,PSA,0.041414063196986914,Coverage-aware sentiment tilt
2021-04-01,QCOM,0.013633832498778503,Coverage-aware sentiment tilt
2021-04-01,SBUX,0.015819576282373144,Coverage-aware sentiment tilt
2021-04-01,SHW,0.016550574320850244,Coverage-aware sentiment tilt
2021-04-01,SLB,0.010176455519800946,Coverage-aware sentiment tilt
2021-04-01,SO,0.018115014791959014,Coverage-aware sentiment tilt
2021-04-01,T,0.019702349086032488,Coverage-aware sentiment tilt
2021-04-01,TMUS,0.021107009562214764,Coverage-aware sentiment tilt
2021-04-01,TTWO,0.028172980792237665,Coverage-aware sentiment tilt
2021-04-01,UPS,0.018611936091730272,Coverage-aware sentiment tilt
2021-04-01,USB,0.009035691056749728,Coverage-aware sentiment tilt
2021-04-01,V,0.018504296297601287,Coverage-aware sentiment tilt
2021-04-01,WFC,0.00984753298604588,Coverage-aware sentiment tilt
2021-04-01,WMT,0.05036619415401399,Coverage-aware sentiment tilt
2021-04-01,XOM,0.013005152207813581,Coverage-aware sentiment tilt
2021-05-03,ABBV,0.0446615669098925,Coverage-aware sentiment tilt
2021-05-03,ABT,0.03432993815735017,Coverage-aware sentiment tilt
2021-05-03,ADBE,0.019225935360318275,Coverage-aware sentiment tilt
2021-05-03,AEP,0.037421667373171916,Coverage-aware sentiment tilt
2021-05-03,AMD,0.01474014163172124,Coverage-aware sentiment tilt
2021-05-03,AMGN,0.01789963367881734,Coverage-aware sentiment tilt
2021-05-03,AMT,0.0222214163923252,Coverage-aware sentiment tilt
2021-05-03,BA,0.006884404705166804,Coverage-aware sentiment tilt
2021-05-03,CAT,0.012318457728462958,Coverage-aware sentiment tilt
2021-05-03,CCI,0.024446588640554292,Coverage-aware sentiment tilt
2021-05-03,CMCSA,0.012250070422468269,Coverage-aware sentiment tilt
2021-05-03,COP,0.005840466704614619,Coverage-aware sentiment tilt
2021-05-03,CVX,0.008724015547701351,Coverage-aware sentiment tilt
2021-05-03,D,0.02936275668583319,Coverage-aware sentiment tilt
2021-05-03,DD,0.013712039462338482,Coverage-aware sentiment tilt
2021-05-03,DIS,0.015923480114715383,Coverage-aware sentiment tilt
2021-05-03,DOW,0.012048899211249051,Coverage-aware sentiment tilt
2021-05-03,DUK,0.03596099937762805,Coverage-aware sentiment tilt
2021-05-03,EA,0.03486119557930153,Coverage-aware sentiment tilt
2021-05-03,GE,0.012558769316374821,Coverage-aware sentiment tilt
2021-05-03,GILD,0.020660429051296267,Coverage-aware sentiment tilt
2021-05-03,GS,0.013680674529358202,Coverage-aware sentiment tilt
2021-05-03,INTC,0.01476047429426257,Coverage-aware sentiment tilt
2021-05-03,KO,0.017627915806946785,Coverage-aware sentiment tilt
2021-05-03,MMM,0.015609902073959786,Coverage-aware sentiment tilt
2021-05-03,MRK,0.030584449160410088,Coverage-aware sentiment tilt
2021-05-03,MS,0.014469618800923088,Coverage-aware sentiment tilt
2021-05-03,NEE,0.03698778480751781,Coverage-aware sentiment tilt
2021-05-03,NEM,0.021134870310656823,Coverage-aware sentiment tilt
2021-05-03,NKE,0.021215567592699675,Coverage-aware sentiment tilt
2021-05-03,NUE,0.014768873165290049,Coverage-aware sentiment tilt
2021-05-03,NVDA,0.014679395083533667,Coverage-aware sentiment tilt
2021-05-03,O,0.019144197377019397,Coverage-aware sentiment tilt
2021-05-03,OXY,0.0063469364982726845,Coverage-aware sentiment tilt
2021-05-03,PLD,0.016895608050938996,Coverage-aware sentiment tilt
2021-05-03,PSA,0.027548008136170976,Coverage-aware sentiment tilt
2021-05-03,QCOM,0.011962330707543397,Coverage-aware sentiment tilt
2021-05-03,SBUX,0.015131305022512547,Coverage-aware sentiment tilt
2021-05-03,SHW,0.020416144641452347,Coverage-aware sentiment tilt
2021-05-03,SLB,0.008015714399406175,Coverage-aware sentiment tilt
2021-05-03,SO,0.01867553602503516,Coverage-aware sentiment tilt
2021-05-03,T,0.02761044185046118,Coverage-aware sentiment tilt
2021-05-03,TMUS,0.014825879346348244,Coverage-aware sentiment tilt
2021-05-03,TTWO,0.048390678432399525,Coverage-aware sentiment tilt
2021-05-03,UPS,0.023317704207616922,Coverage-aware sentiment tilt
2021-05-03,USB,0.01507764025248277,Coverage-aware sentiment tilt
2021-05-03,V,0.01667441143497365,Coverage-aware sentiment tilt
2021-05-03,WFC,0.014222994228908261,Coverage-aware sentiment tilt
2021-05-03,WMT,0.03383889726835942,Coverage-aware sentiment tilt
2021-05-03,XOM,0.010333174443238202,Coverage-aware sentiment tilt
2021-06-01,ABBV,0.03224278767322329,Coverage-aware sentiment tilt
2021-06-01,ABT,0.028558528811107185,Coverage-aware sentiment tilt
2021-06-01,ADBE,0.016038970779741264,Coverage-aware sentiment tilt
2021-06-01,AEP,0.040615265054627134,Coverage-aware sentiment tilt
2021-06-01,AMD,0.01787389118864,Coverage-aware sentiment tilt
2021-06-01,AMGN,0.020996939096215226,Coverage-aware sentiment tilt
2021-06-01,AMT,0.026534915075353653,Coverage-aware sentiment tilt
2021-06-01,BA,0.005570318341494208,Coverage-aware sentiment tilt
2021-06-01,CAT,0.017476144166987617,Coverage-aware sentiment tilt
2021-06-01,CCI,0.022959523415274477,Coverage-aware sentiment tilt
2021-06-01,CMCSA,0.011749202689564272,Coverage-aware sentiment tilt
2021-06-01,COP,0.010285231611861633,Coverage-aware sentiment tilt
2021-06-01,CVX,0.00959973889566627,Coverage-aware sentiment tilt
2021-06-01,D,0.036150695168349636,Coverage-aware sentiment tilt
2021-06-01,DD,0.010037599435146694,Coverage-aware sentiment tilt
2021-06-01,DIS,0.01478404370307706,Coverage-aware sentiment tilt
2021-06-01,DOW,0.009256886246008152,Coverage-aware sentiment tilt
2021-06-01,DUK,0.031676600788051706,Coverage-aware sentiment tilt
2021-06-01,EA,0.029878718373786677,Coverage-aware sentiment tilt
2021-06-01,GE,0.013499880619706906,Coverage-aware sentiment tilt
2021-06-01,GILD,0.03647749166326013,Coverage-aware sentiment tilt
2021-06-01,GS,0.011456814236588729,Coverage-aware sentiment tilt
2021-06-01,INTC,0.016828645116784655,Coverage-aware sentiment tilt
2021-06-01,KO,0.02846505084975849,Coverage-aware sentiment tilt
2021-06-01,MMM,0.018982526474206743,Coverage-aware sentiment tilt
2021-06-01,MRK,0.024882390162906675,Coverage-aware sentiment tilt
2021-06-01,MS,0.010870141925970413,Coverage-aware sentiment tilt
2021-06-01,NEE,0.04107125525303134,Coverage-aware sentiment tilt
2021-06-01,NEM,0.02872353872300752,Coverage-aware sentiment tilt
2021-06-01,NKE,0.01758360199797129,Coverage-aware sentiment tilt
2021-06-01,NUE,0.012086190885138718,Coverage-aware sentiment tilt
2021-06-01,NVDA,0.014037168288083794,Coverage-aware sentiment tilt
2021-06-01,O,0.01633675398757131,Coverage-aware sentiment tilt
2021-06-01,OXY,0.008000604670923943,Coverage-aware sentiment tilt
2021-06-01,PLD,0.020370490253009535,Coverage-aware sentiment tilt
2021-06-01,PSA,0.032085280182294056,Coverage-aware sentiment tilt
2021-06-01,QCOM,0.011863864882574114,Coverage-aware sentiment tilt
2021-06-01,SBUX,0.014695840111496414,Coverage-aware sentiment tilt
2021-06-01,SHW,0.020283296833178286,Coverage-aware sentiment tilt
2021-06-01,SLB,0.011535794915780306,Coverage-aware sentiment tilt
2021-06-01,SO,0.025913822764378532,Coverage-aware sentiment tilt
2021-06-01,T,0.026939592888915332,Coverage-aware sentiment tilt
2021-06-01,TMUS,0.018319944602469364,Coverage-aware sentiment tilt
2021-06-01,TTWO,0.03137353725299355,Coverage-aware sentiment tilt
2021-06-01,UPS,0.019213898925478673,Coverage-aware sentiment tilt
2021-06-01,USB,0.016939135459868814,Coverage-aware sentiment tilt
2021-06-01,V,0.012750706789664501,Coverage-aware sentiment tilt
2021-06-01,WFC,0.01435830225131986,Coverage-aware sentiment tilt
2021-06-01,WMT,0.02452007554168664,Coverage-aware sentiment tilt
2021-06-01,XOM,0.007248360975805125,Coverage-aware sentiment tilt
2021-07-01,ABBV,0.023945686075006134,Coverage-aware sentiment tilt
2021-07-01,ABT,0.030446854854422337,Coverage-aware sentiment tilt
2021-07-01,ADBE,0.016012763999455185,Coverage-aware sentiment tilt
2021-07-01,AEP,0.030477824356705364,Coverage-aware sentiment tilt
2021-07-01,AMD,0.02037809772499497,Coverage-aware sentiment tilt
2021-07-01,AMGN,0.01788211076201716,Coverage-aware sentiment tilt
2021-07-01,AMT,0.01993927048461912,Coverage-aware sentiment tilt
2021-07-01,BA,0.009894555902469406,Coverage-aware sentiment tilt
2021-07-01,CAT,0.016964839138830227,Coverage-aware sentiment tilt
2021-07-01,CCI,0.026842760197362977,Coverage-aware sentiment tilt
2021-07-01,CMCSA,0.016450207829047558,Coverage-aware sentiment tilt
2021-07-01,COP,0.013056810598211607,Coverage-aware sentiment tilt
2021-07-01,CVX,0.014025905437328776,Coverage-aware sentiment tilt
2021-07-01,D,0.032568535161484786,Coverage-aware sentiment tilt
2021-07-01,DD,0.014182135732421742,Coverage-aware sentiment tilt
2021-07-01,DIS,0.015467342094640643,Coverage-aware sentiment tilt
2021-07-01,DOW,0.00958135374529654,Coverage-aware sentiment tilt
2021-07-01,DUK,0.032119145968692926,Coverage-aware sentiment tilt
2021-07-01,EA,0.017907104120277642,Coverage-aware sentiment tilt
2021-07-01,GE,0.014827689907778161,Coverage-aware sentiment tilt
2021-07-01,GILD,0.027342040057727737,Coverage-aware sentiment tilt
2021-07-01,GS,0.013049464031780164,Coverage-aware sentiment tilt
2021-07-01,INTC,0.017505236298874453,Coverage-aware sentiment tilt
2021-07-01,KO,0.02038480633222176,Coverage-aware sentiment tilt
2021-07-01,MMM,0.03228156244479918,Coverage-aware sentiment tilt
2021-07-01,MRK,0.03363990836608453,Coverage-aware sentiment tilt
2021-07-01,MS,0.012305228705829716,Coverage-aware sentiment tilt
2021-07-01,NEE,0.03677715116760129,Coverage-aware sentiment tilt
2021-07-01,NEM,0.019621174251890496,Coverage-aware sentiment tilt
2021-07-01,NKE,0.017502078829066355,Coverage-aware sentiment tilt
2021-07-01,NUE,0.008762320420945905,Coverage-aware sentiment tilt
2021-07-01,NVDA,0.013498101286610819,Coverage-aware sentiment tilt
2021-07-01,O,0.020634464834884028,Coverage-aware sentiment tilt
2021-07-01,OXY,0.007328769373039015,Coverage-aware sentiment tilt
2021-07-01,PLD,0.013158012211625223,Coverage-aware sentiment tilt
2021-07-01,PSA,0.03610060975014931,Coverage-aware sentiment tilt
2021-07-01,QCOM,0.014709952517063515,Coverage-aware sentiment tilt
2021-07-01,SBUX,0.015774588182124454,Coverage-aware sentiment tilt
2021-07-01,SHW,0.023870415839588863,Coverage-aware sentiment tilt
2021-07-01,SLB,0.01313523432647363,Coverage-aware sentiment tilt
2021-07-01,SO,0.01851791006707214,Coverage-aware sentiment tilt
2021-07-01,T,0.03423335139534283,Coverage-aware sentiment tilt
2021-07-01,TMUS,0.03434108716675842,Coverage-aware sentiment tilt
2021-07-01,TTWO,0.02719985348263795,Coverage-aware sentiment tilt
2021-07-01,UPS,0.01830512411061606,Coverage-aware sentiment tilt
2021-07-01,USB,0.012132182688197534,Coverage-aware sentiment tilt
2021-07-01,V,0.017862727144332027,Coverage-aware sentiment tilt
2021-07-01,WFC,0.01354947449973128,Coverage-aware sentiment tilt
2021-07-01,WMT,0.023611019706253292,Coverage-aware sentiment tilt
2021-07-01,XOM,0.009895156419614777,Coverage-aware sentiment tilt
2021-08-02,ABBV,0.035536354440485175,Coverage-aware sentiment tilt
2021-08-02,ABT,0.024395268416023005,Coverage-aware sentiment tilt
2021-08-02,ADBE,0.018553378982619034,Coverage-aware sentiment tilt
2021-08-02,AEP,0.03060320555082205,Coverage-aware sentiment tilt
2021-08-02,AMD,0.01374294783250746,Coverage-aware sentiment tilt
2021-08-02,AMGN,0.022291171226381815,Coverage-aware sentiment tilt
2021-08-02,AMT,0.02141677584983508,Coverage-aware sentiment tilt
2021-08-02,BA,0.010062793281204399,Coverage-aware sentiment tilt
2021-08-02,CAT,0.010636622315093613,Coverage-aware sentiment tilt
2021-08-02,CCI,0.035051615624926945,Coverage-aware sentiment tilt
2021-08-02,CMCSA,0.018775112359325635,Coverage-aware sentiment tilt
2021-08-02,COP,0.010659190422433367,Coverage-aware sentiment tilt
2021-08-02,CVX,0.011238848201893217,Coverage-aware sentiment tilt
2021-08-02,D,0.02520796779100832,Coverage-aware sentiment tilt
2021-08-02,DD,0.01516194840825707,Coverage-aware sentiment tilt
2021-08-02,DIS,0.019341092044648685,Coverage-aware sentiment tilt
2021-08-02,DOW,0.009712226555906716,Coverage-aware sentiment tilt
2021-08-02,DUK,0.04377202155887852,Coverage-aware sentiment tilt
2021-08-02,EA,0.019890558470836386,Coverage-aware sentiment tilt
2021-08-02,GE,0.017412041522463968,Coverage-aware sentiment tilt
2021-08-02,GILD,0.020696441292734156,Coverage-aware sentiment tilt
2021-08-02,GS,0.014934040863183926,Coverage-aware sentiment tilt
2021-08-02,INTC,0.017619016565283897,Coverage-aware sentiment tilt
2021-08-02,KO,0.024727652684039342,Coverage-aware sentiment tilt
2021-08-02,MMM,0.021270296542408723,Coverage-aware sentiment tilt
2021-08-02,MRK,0.02791024843108402,Coverage-aware sentiment tilt
2021-08-02,MS,0.01313073137162607,Coverage-aware sentiment tilt
2021-08-02,NEE,0.027196784013723673,Coverage-aware sentiment tilt
2021-08-02,NEM,0.012566359815611442,Coverage-aware sentiment tilt
2021-08-02,NKE,0.01656424846888923,Coverage-aware sentiment tilt
2021-08-02,NUE,0.01366584440762819,Coverage-aware sentiment tilt
2021-08-02,NVDA,0.013654088350326608,Coverage-aware sentiment tilt
2021-08-02,O,0.021693241014290123,Coverage-aware sentiment tilt
2021-08-02,OXY,0.010056283296465613,Coverage-aware sentiment tilt
2021-08-02,PLD,0.014502601914322278,Coverage-aware sentiment tilt
2021-08-02,PSA,0.036106555066574446,Coverage-aware sentiment tilt
2021-08-02,QCOM,0.011362173652887043,Coverage-aware sentiment tilt
2021-08-02,SBUX,0.017701894450328055,Coverage-aware sentiment tilt
2021-08-02,SHW,0.027777198665354327,Coverage-aware sentiment tilt
2021-08-02,SLB,0.012016792236451914,Coverage-aware sentiment tilt
2021-08-02,SO,0.02601427941922702,Coverage-aware sentiment tilt
2021-08-02,T,0.024800169262139883,Coverage-aware sentiment tilt
2021-08-02,TMUS,0.01578204694022191,Coverage-aware sentiment tilt
2021-08-02,TTWO,0.032386130599557764,Coverage-aware sentiment tilt
2021-08-02,UPS,0.02277480549500663,Coverage-aware sentiment tilt
2021-08-02,USB,0.014117149012652186,Coverage-aware sentiment tilt
2021-08-02,V,0.016271698508769177,Coverage-aware sentiment tilt
2021-08-02,WFC,0.019642876375002068,Coverage-aware sentiment tilt
2021-08-02,WMT,0.024427674183270024,Coverage-aware sentiment tilt
2021-08-02,XOM,0.015169536245389699,Coverage-aware sentiment tilt
